-1,119,119,119,119,119,119,20,20,20
0,469.36,839.11,155.15,0.61,-62.26,-8.54,-2.81,-63.56,-41.19
1,445.80,851.81,163.21,0.61,-64.09,-7.32,-2.73,-63.93,-41.99
2,451.78,848.27,150.15,-0.61,-61.65,-7.32,-2.28,-63.94,-40.50
0,457.52,850.95,159.30,0.00,-62.87,-7.93,-3.16,-64.58,-40.50
1,455.20,831.79,168.33,0.00,-62.87,-7.93,-2.75,-64.10,-40.32
2,460.45,852.91,154.42,-1.22,-62.26,-7.93,-2.75,-64.11,-41.98
0,459.96,852.78,156.49,0.61,-61.04,-7.32,-2.58,-64.33,-41.28
1,448.36,847.41,161.38,0.61,-62.26,-8.54,-2.76,-64.43,-41.33
2,438.96,839.72,157.10,0.61,-62.87,-6.71,-2.77,-63.79,-41.33
0,453.86,851.93,155.52,-0.61,-64.09,-8.54,-3.39,-64.29,-40.95
1,430.54,843.38,147.46,0.61,-62.26,-7.32,-2.59,-64.23,-40.55
-1,119,119,119,119,119,119,20,20,20
0,455.32,857.18,161.87,23.80,-17.70,10.99,-3.39,-64.81,-40.69
1,444.21,857.67,150.76,24.41,-17.09,1.22,-3.09,-64.10,-41.43
2,457.89,846.80,152.83,27.47,-7.93,0.00,-3.64,-64.64,-41.13
0,463.99,856.32,160.64,25.02,3.66,10.38,-3.21,-64.81,-41.63
1,443.48,849.24,163.82,28.08,21.97,0.61,-3.26,-64.10,-40.06
2,442.75,861.82,149.66,31.13,26.86,-12.21,-2.86,-64.34,-41.42
0,438.23,862.18,156.01,31.74,-14.65,-9.16,-2.89,-64.04,-41.19
1,464.36,845.95,159.67,26.86,15.26,-0.61,-2.39,-64.15,-40.55
2,458.50,865.23,160.52,15.87,26.86,27.47,-3.04,-64.14,-40.64
0,420.78,861.08,173.34,24.41,114.75,34.79,-2.67,-64.36,-41.35
1,469.48,857.18,154.91,23.19,51.88,2.44,-2.97,-64.22,-40.64
2,456.18,843.14,151.25,20.14,23.19,2.44,-2.69,-64.56,-41.03
0,445.92,857.06,150.51,30.52,-37.84,-8.54,-2.72,-64.16,-41.05
1,451.29,860.11,160.16,33.57,17.70,-6.10,-2.70,-64.20,-41.64
2,457.28,852.91,173.22,43.95,9.16,-19.53,-3.10,-64.06,-42.14
0,457.15,857.67,173.46,24.41,45.78,16.48,-2.76,-64.00,-41.26
1,464.60,830.81,153.08,14.04,81.18,23.19,-3.06,-64.18,-41.46
2,443.36,852.42,144.29,15.26,44.56,14.04,-3.28,-64.04,-41.43
0,458.98,833.01,151.49,9.16,76.29,39.06,-3.27,-63.54,-40.66
1,455.44,850.71,154.05,11.60,102.54,18.31,-3.52,-64.62,-40.78
2,465.70,856.32,144.65,18.31,21.36,15.26,-3.78,-64.04,-40.77
0,453.00,879.27,134.64,20.75,83.62,29.91,-3.41,-63.78,-40.22
1,446.17,874.02,133.67,21.97,93.99,20.14,-3.43,-63.93,-40.82
2,418.70,867.07,140.26,32.35,20.75,3.66,-3.25,-63.64,-41.31
0,438.11,866.82,139.16,30.52,11.60,-4.88,-3.10,-64.42,-40.26
1,387.57,866.46,180.54,18.31,180.05,59.20,-3.23,-64.11,-40.69
2,441.53,892.82,141.36,25.02,28.69,-20.14,-3.48,-63.84,-40.34
0,450.81,844.12,150.51,54.93,-41.50,-38.45,-3.08,-63.72,-39.70
1,457.15,831.79,159.06,59.81,-187.38,-62.26,-2.70,-64.00,-41.30
2,476.07,840.45,176.39,43.33,-76.29,-29.30,-3.04,-64.75,-41.53
0,455.81,854.98,170.29,18.92,75.07,7.93,-2.73,-64.50,-41.02
1,441.28,863.16,139.53,47.00,95.21,-20.75,-2.80,-64.71,-41.77
2,479.00,872.68,147.71,38.45,109.86,6.10,-2.53,-64.04,-40.86
0,459.47,863.04,146.48,13.43,21.36,23.80,-2.94,-64.10,-40.71
1,479.61,855.83,155.40,15.87,36.62,27.47,-2.14,-64.28,-41.06
2,440.19,844.36,177.73,-4.27,-21.36,40.28,-2.87,-64.25,-41.21
0,441.28,866.33,135.62,-26.25,56.76,31.13,-2.72,-64.70,-40.64
1,446.41,859.86,154.05,-56.76,64.09,15.87,-3.37,-64.44,-40.61
2,438.60,865.97,133.91,-76.29,34.79,17.09,-2.70,-64.87,-40.00
0,472.78,858.15,129.52,-82.40,94.60,31.74,-3.06,-64.32,-40.30
1,451.05,855.47,117.92,-70.19,117.80,64.09,-2.84,-65.20,-37.45
2,407.47,868.16,92.04,-60.42,145.26,75.07,-3.05,-64.72,-38.56
0,406.49,875.73,63.11,-38.45,67.75,68.36,-3.33,-64.43,-38.32
1,408.69,889.53,41.38,-23.19,16.48,35.40,-3.58,-64.51,-36.87
2,395.02,880.37,35.03,-5.49,-18.92,9.16,-4.27,-65.32,-37.15
0,425.05,886.96,44.43,6.10,-53.71,-3.05,-4.27,-65.08,-37.61
1,420.78,886.72,68.36,9.16,6.10,-7.32,-3.96,-64.78,-37.40
2,421.14,884.89,70.31,-4.27,36.01,-8.54,-4.16,-65.33,-37.18
0,427.73,888.06,68.36,-30.52,59.20,-1.22,-3.94,-65.19,-38.16
1,428.59,889.77,54.20,-52.49,92.77,1.83,-3.63,-65.56,-36.89
2,427.12,882.20,40.16,-71.41,136.72,1.83,-3.81,-64.95,-37.01
0,417.85,884.89,5.62,-86.06,127.56,4.27,-3.30,-65.43,-35.85
1,425.90,880.62,-18.80,-80.57,121.46,7.93,-4.33,-65.81,-34.91
2,417.85,885.74,-32.84,-59.81,129.39,16.48,-3.74,-65.97,-34.47
0,409.42,886.35,-47.24,-29.30,87.28,17.09,-3.47,-66.10,-33.76
1,409.79,886.35,-54.08,-0.61,46.39,10.38,-3.65,-65.87,-34.05
2,408.08,887.57,-52.49,18.92,18.92,3.05,-3.25,-66.60,-34.24
0,415.28,890.01,-44.43,32.35,4.27,-3.05,-3.55,-65.70,-34.05
1,414.79,887.82,-39.92,39.67,-6.10,-3.66,-3.70,-65.88,-34.06
2,417.72,888.18,-32.59,42.11,-3.05,-2.44,-3.44,-65.54,-33.76
0,418.46,890.14,-30.76,37.84,3.05,2.44,-3.39,-65.69,-35.05
1,414.79,892.21,-32.35,31.74,4.27,0.00,-3.81,-66.13,-33.48
2,418.46,890.75,-26.61,27.47,11.60,0.00,-3.50,-65.82,-34.62
0,416.02,887.57,-29.17,26.25,17.09,-1.22,-3.55,-65.75,-34.16
1,418.21,888.67,-30.27,24.41,14.04,0.61,-3.52,-65.58,-34.70
2,418.46,890.87,-33.69,31.13,14.04,6.10,-3.71,-65.55,-33.53
0,415.16,891.85,-30.27,36.01,5.49,10.99,-3.43,-65.55,-34.28
1,407.23,893.55,-24.17,39.67,0.00,11.60,-3.26,-65.31,-34.34
2,403.20,894.04,-24.29,37.84,5.49,-1.22,-3.43,-65.76,-35.64
0,411.01,891.48,-18.55,34.18,5.49,-16.48,-3.38,-65.48,-34.38
1,416.38,891.72,-15.14,28.69,10.38,-21.97,-3.88,-65.30,-34.83
2,420.17,880.98,-4.64,32.96,3.05,-17.70,-3.45,-65.65,-34.11
0,419.19,884.52,-11.47,68.36,-33.57,-11.60,-3.96,-65.19,-33.41
1,412.60,888.06,-47.61,95.83,-50.05,-10.38,-3.89,-65.60,-35.41
2,427.37,887.33,13.18,92.77,-33.57,-12.21,-3.83,-65.44,-35.03
0,414.67,884.03,29.05,92.16,-31.13,-10.38,-3.21,-65.43,-35.89
1,424.93,885.01,33.69,70.19,-45.78,-3.05,-4.11,-65.22,-36.35
2,430.18,882.93,10.25,70.80,-1.22,5.49,-3.72,-65.19,-36.00
0,427.73,883.79,42.24,49.44,-16.48,21.36,-3.65,-64.73,-35.36
1,423.34,888.79,54.69,49.44,-1.83,34.18,-3.85,-64.61,-36.78
2,407.71,888.43,47.24,40.28,-19.53,35.40,-3.72,-65.66,-37.65
0,405.03,889.53,52.12,42.72,-6.10,27.47,-3.92,-65.81,-37.18
1,398.32,893.43,48.46,43.33,-9.77,11.60,-4.25,-64.95,-36.15
2,407.96,888.43,57.25,36.62,-7.32,1.22,-4.60,-65.48,-36.10
0,411.99,889.40,65.06,32.35,0.61,1.22,-4.43,-65.75,-36.66
1,410.64,890.26,66.53,25.63,7.93,9.16,-4.41,-65.08,-38.10
2,406.25,889.77,64.45,17.09,7.32,14.65,-4.63,-65.03,-37.32
0,405.88,895.26,60.91,15.87,25.02,20.75,-4.06,-65.52,-37.51
1,394.29,895.39,58.72,12.82,26.86,14.04,-4.64,-65.52,-36.25
2,397.46,895.26,53.83,15.26,25.02,4.88,-4.55,-65.70,-37.26
0,402.95,894.04,53.59,15.87,15.87,6.10,-4.98,-65.65,-38.11
1,401.25,894.53,56.52,20.75,18.92,12.82,-4.25,-65.17,-36.83
2,393.55,897.34,55.91,21.97,26.86,17.70,-4.75,-65.61,-36.56
0,394.65,896.73,51.64,21.97,23.19,12.21,-5.04,-65.36,-36.89
1,390.50,897.71,52.00,20.14,22.58,1.83,-4.26,-65.56,-36.05
2,393.55,896.61,51.27,12.82,28.08,-12.21,-4.80,-65.34,-36.91
0,397.95,895.39,48.83,10.38,31.13,-19.53,-4.72,-65.52,-37.50
1,407.10,892.94,45.65,6.10,34.79,-21.97,-4.44,-65.09,-36.52
2,406.86,891.24,42.24,5.49,36.01,-15.87,-4.52,-65.60,-36.56
0,405.03,894.78,38.33,9.16,30.52,-7.32,-4.65,-65.53,-36.72
1,405.15,893.07,35.28,10.38,29.30,-0.61,-4.33,-65.82,-37.54
2,405.52,893.92,34.67,14.04,29.30,0.61,-4.65,-65.66,-36.67
-1,119,119,119,119,119,119,20,20,20
0,217.90,961.79,-76.29,50.66,-48.22,-14.65,-11.77,-64.03,-34.90
-1,119,119,119,119,119,119,20,20,20
0,261.96,943.73,12.33,58.59,-46.39,-1.22,-12.82,-61.60,-36.99
1,264.65,937.99,1.59,83.62,-86.67,-3.05,-14.23,-59.89,-37.27
2,278.08,949.95,36.38,87.28,-31.74,0.61,-15.71,-59.13,-37.79
0,258.54,945.43,44.80,48.22,37.84,21.36,-16.54,-58.84,-38.00
1,247.56,951.66,19.78,72.63,-49.44,16.48,-17.21,-57.75,-38.68
2,258.79,948.97,30.40,54.93,-16.48,-3.05,-15.88,-58.81,-38.02
0,276.73,952.03,63.48,51.88,-17.09,-10.38,-16.03,-58.83,-38.66
1,278.20,955.44,75.32,17.09,-1.22,0.00,-16.61,-59.08,-39.15
2,246.95,947.63,68.85,65.31,-54.93,20.75,-17.32,-58.67,-39.49
0,244.02,946.04,42.36,70.80,-120.85,1.22,-19.06,-56.18,-38.98
1,242.55,953.61,71.78,-1.22,65.92,3.05,-18.64,-55.96,-39.65
2,233.28,950.44,58.11,15.87,15.87,-5.49,-17.76,-57.36,-38.33
0,239.50,945.92,69.70,97.05,-86.67,-6.10,-19.84,-55.10,-38.79
1,252.44,936.28,91.92,69.58,-53.10,-8.54,-20.41,-54.37,-39.61
2,248.05,952.51,82.52,38.45,-43.95,-6.71,-22.02,-53.20,-39.67
0,225.95,945.68,76.29,50.05,-4.27,-2.44,-22.00,-53.00,-39.00
1,259.03,935.79,91.43,32.35,-22.58,0.00,-22.64,-52.86,-38.50
2,250.73,950.56,93.75,18.31,-20.75,-3.66,-21.70,-53.08,-39.64
0,241.58,950.32,92.29,32.96,6.71,-3.05,-22.00,-53.67,-39.48
1,258.06,954.35,95.83,42.11,-40.28,-15.87,-23.33,-52.62,-39.56
2,231.45,940.67,97.78,36.62,17.70,-13.43,-22.57,-52.99,-39.84
0,246.58,947.51,103.88,37.84,3.05,-10.99,-22.92,-52.42,-39.14
1,233.15,937.87,109.13,67.14,-41.50,-26.86,-23.69,-51.95,-39.82
2,222.41,944.09,92.29,7.93,227.66,-6.71,-23.52,-51.32,-39.84
0,259.89,960.45,84.23,-17.09,-145.87,-38.45,-22.20,-53.88,-40.80
1,268.31,934.94,94.73,-184.94,703.13,-66.53,-20.36,-62.01,-39.42
2,258.42,957.64,61.65,-41.50,123.29,-15.87,-12.46,-62.46,-39.67
0,295.65,931.76,116.33,-9.16,-13.43,-9.77,-9.78,-65.25,-38.22
1,256.23,961.55,43.46,84.23,-65.92,7.32,-10.83,-64.25,-37.65
2,277.59,955.32,31.74,-14.65,56.15,1.22,-12.44,-62.15,-37.59
0,266.24,933.23,16.97,-17.09,14.04,1.22,-11.39,-63.51,-38.77
1,259.16,949.10,23.19,-14.04,108.03,3.05,-10.34,-64.62,-37.55
2,261.72,943.36,15.75,65.31,-90.33,1.83,-10.69,-64.82,-38.26
0,249.51,956.05,49.56,110.47,-214.84,20.14,-11.29,-64.23,-38.46
1,257.93,961.43,72.27,100.10,-62.26,-1.22,-12.79,-62.30,-38.46
2,263.67,935.42,72.02,87.28,-75.07,19.53,-13.93,-61.49,-38.77
0,270.02,935.55,59.57,39.67,25.02,-0.61,-14.58,-60.24,-38.26
1,259.64,941.28,58.96,28.69,49.44,-8.54,-13.70,-61.51,-39.18
2,275.63,938.48,87.04,-23.19,108.03,-25.63,-12.70,-62.50,-39.86
0,254.88,955.32,60.67,20.75,42.72,0.00,-9.58,-64.89,-38.89
1,262.57,949.22,49.68,15.26,24.41,-4.27,-9.83,-64.76,-39.39
2,272.09,939.33,17.46,-91.55,130.00,-17.09,-9.42,-65.14,-38.85
0,292.97,978.27,99.12,108.64,-173.34,12.82,-8.96,-65.77,-39.00
1,283.33,940.67,73.61,122.68,78.74,0.00,-11.95,-63.53,-38.94
2,249.63,925.05,41.02,130.00,-349.12,49.44,-14.64,-59.74,-38.62
0,242.43,946.78,84.23,39.67,-203.25,9.16,-18.43,-56.40,-39.12
1,262.33,940.92,84.72,43.33,-115.36,14.65,-21.87,-53.91,-39.34
2,260.38,927.98,104.00,103.76,-159.30,-4.27,-23.84,-51.93,-38.88
0,227.05,946.90,117.55,95.21,71.41,3.66,-26.68,-48.66,-39.69
1,242.92,955.69,103.64,-19.53,245.36,13.43,-26.99,-48.18,-39.38
2,191.04,936.16,103.64,-42.11,-87.28,-61.04,-23.83,-51.73,-40.19
0,390.99,872.80,167.36,-366.21,915.53,-159.91,-22.08,-53.61,-40.08
1,238.89,936.65,45.29,7.93,11.60,-16.48,-10.84,-64.32,-38.26
2,269.90,945.19,52.49,7.32,46.39,-1.22,-10.69,-64.53,-38.07
0,271.36,952.64,37.35,-28.69,61.65,6.10,-10.72,-64.12,-38.21
1,258.06,956.30,15.01,-40.28,102.54,7.32,-10.93,-63.67,-38.43
2,244.14,945.07,0.49,-28.69,65.92,-10.99,-10.61,-64.12,-37.22
0,251.34,948.24,-14.40,6.71,18.31,-28.08,-10.53,-64.00,-37.06
1,263.92,945.56,-10.25,26.86,2.44,-37.23,-10.17,-63.68,-36.80
2,265.75,952.76,-12.33,42.11,-43.33,-42.72,-10.35,-63.89,-38.24
0,291.14,938.72,17.33,42.11,-34.79,-39.67,-9.59,-63.77,-37.65
1,279.17,945.92,6.47,29.91,-31.13,-42.11,-10.07,-64.12,-37.07
2,310.30,928.71,37.48,10.99,-21.97,-43.95,-9.81,-64.14,-37.65
0,304.08,935.55,25.39,-1.83,-3.05,-37.23,-10.00,-64.03,-37.33
1,314.70,939.09,29.66,-15.26,24.41,-26.86,-10.00,-64.16,-36.45
2,305.54,934.20,15.38,-18.92,67.14,-21.97,-9.16,-64.36,-37.41
0,307.37,922.73,-18.55,-10.99,56.76,-23.19,-9.69,-63.83,-37.99
1,305.91,938.96,-35.89,21.36,21.36,-10.99,-9.19,-64.11,-36.84
2,311.77,937.62,-1.71,39.06,-8.54,2.44,-8.98,-63.78,-37.13
0,297.73,944.82,3.66,36.01,9.77,0.61,-9.64,-63.99,-36.63
1,308.23,939.58,15.38,11.60,8.54,-19.53,-9.12,-63.96,-36.62
2,309.33,934.20,1.34,-10.99,7.93,-31.13,-8.97,-64.23,-36.29
0,319.70,921.51,-15.87,-14.65,32.96,-33.57,-8.76,-64.47,-35.71
1,324.71,924.44,-26.37,-5.49,17.09,-23.19,-8.81,-64.29,-35.91
2,327.64,930.30,-20.14,8.54,14.65,-12.82,-8.87,-64.61,-36.15
0,330.93,930.79,-15.26,25.63,10.38,6.10,-8.54,-64.93,-36.23
1,338.50,965.21,5.98,28.08,9.77,15.87,-8.81,-64.67,-36.06
2,384.52,983.03,5.25,45.17,62.87,-11.60,-8.94,-64.29,-36.87
0,310.06,931.27,20.26,142.21,200.20,-98.88,-8.69,-64.44,-36.25
1,481.69,764.28,52.61,151.37,-259.40,-200.81,-7.51,-64.11,-36.32
2,340.09,815.06,2.44,168.46,-74.46,-208.74,-6.71,-64.04,-37.45
0,57.50,990.97,-100.95,39.67,-21.36,-17.09,-5.69,-63.67,-39.37
1,507.08,1060.55,67.02,-28.08,89.72,117.19,-7.09,-63.37,-38.76
2,219.85,864.50,-22.34,42.11,-93.38,12.82,-6.87,-63.28,-37.87
0,431.76,906.98,28.93,32.35,-54.93,14.65,-7.40,-63.28,-37.51
1,342.16,925.42,22.83,82.40,-25.02,15.26,-7.64,-63.31,-37.78
2,358.52,897.22,67.02,80.57,-77.51,32.35,-8.31,-63.27,-38.15
0,357.91,916.87,72.39,68.97,-22.58,48.22,-8.70,-63.23,-38.22
1,337.04,916.75,62.13,69.58,9.77,51.88,-8.06,-63.59,-39.16
2,350.59,938.11,76.54,67.75,29.30,50.05,-8.61,-62.89,-38.72
0,304.20,917.36,67.75,70.19,12.82,44.56,-8.41,-63.22,-38.17
1,317.02,929.32,80.69,73.24,7.32,12.82,-8.70,-63.20,-39.64
2,346.56,931.88,108.89,48.22,24.41,-10.38,-9.48,-62.85,-39.48
0,330.93,931.40,78.25,40.89,20.75,-24.41,-9.02,-62.81,-39.99
1,339.48,912.72,109.50,31.74,12.21,-29.30,-8.72,-63.02,-39.64
2,355.71,913.09,103.88,28.08,33.57,-20.14,-7.71,-62.77,-40.65
0,350.34,924.07,100.83,13.43,40.28,-12.82,-8.25,-63.20,-39.86
1,351.44,924.44,90.33,6.10,32.96,-10.38,-8.22,-62.62,-40.10
2,337.16,912.60,81.91,7.93,15.26,7.32,-7.87,-62.87,-40.16
0,357.18,928.47,74.95,17.09,5.49,6.71,-8.12,-63.34,-40.28
1,322.63,922.00,82.76,17.09,28.08,6.71,-8.97,-63.60,-40.87
2,349.37,912.23,83.98,21.36,-1.83,3.05,-7.73,-62.92,-39.51
