-1,119,119,119,119,119,119,20,20,20
0,111,6,-5.86,-27.34,977.17,2.44,10.99,-48.83,-0.52,-251.83,-194.32,-0.09,0.02,0.14,0.13
1,124,7,7.20,-0.24,1000.49,28.69,88.50,-7.32,105.63,63.24,22.99,-0.04,0.06,0.21,0.24
2,138,6,-16.24,-15.26,983.89,19.53,-100.10,32.96,-15.10,50.94,-95.42,-0.08,0.08,0.14,0.12
0,152,6,-5.00,-27.83,976.44,1.83,11.60,-51.27,-0.77,-251.56,-194.26,-0.19,0.08,0.17,0.13
1,165,6,8.06,-0.61,1000.61,29.30,75.68,-7.32,105.63,63.24,22.99,-0.14,0.11,0.21,0.22
2,178,6,-16.24,-15.63,982.54,18.92,-39.67,34.18,-14.88,51.39,-95.63,-0.17,0.13,0.21,0.17
0,196,6,-5.86,-27.83,975.71,3.05,10.99,-50.66,-1.12,-251.75,-193.76,-0.27,0.12,0.24,0.20
1,209,7,8.18,-0.24,1000.49,29.30,59.81,-7.32,105.85,63.27,24.33,-0.21,0.16,0.27,0.27
2,223,6,-15.63,-15.63,983.64,14.65,48.22,33.57,-14.60,51.35,-95.72,-0.24,0.17,0.37,0.34
0,237,6,-6.10,-27.47,976.56,0.61,10.99,-52.49,-0.77,-251.40,-194.67,-0.34,0.16,0.39,0.36
1,250,7,7.45,-0.37,1000.49,30.52,44.56,-5.49,105.42,63.87,23.27,-0.28,0.20,0.38,0.41
2,264,6,-16.48,-15.26,983.15,12.82,109.86,31.74,-14.88,51.39,-95.80,-0.31,0.21,0.56,0.56
0,282,6,-5.86,-28.08,975.59,3.66,11.60,-49.44,-1.64,-251.82,-193.90,-0.39,0.20,0.57,0.58
1,295,7,7.81,-0.37,1000.49,34.18,23.19,-3.05,106.01,63.42,23.27,-0.32,0.24,0.52,0.60
2,309,6,-16.60,-15.99,985.11,10.38,125.12,31.13,-14.66,51.28,-95.67,-0.35,0.24,0.71,0.77
0,323,5,-6.35,-27.83,977.05,-1.22,10.38,-50.66,-1.64,-251.82,-193.90,-0.44,0.22,0.70,0.78
1,335,7,6.47,-0.24,1000.49,30.52,-3.66,9.77,106.25,63.59,23.49,-0.38,0.26,0.62,0.76
2,353,6,-16.24,-15.63,985.23,9.16,124.51,28.69,-14.66,51.12,-95.56,-0.40,0.26,0.84,0.98
0,366,6,-5.49,-27.95,975.83,0.61,12.82,-49.44,-0.68,-251.78,-194.09,-0.48,0.24,0.82,0.99
1,380,7,7.20,0.00,1000.61,29.91,-12.82,15.26,106.02,63.67,23.13,-0.41,0.27,0.72,0.95
2,394,5,-16.72,-15.26,985.23,12.21,107.42,27.47,-14.66,51.12,-95.56,-0.43,0.27,0.86,1.08
0,406,6,-5.98,-27.95,974.85,0.61,12.82,-51.88,-0.77,-252.03,-193.79,-0.52,0.25,0.84,1.09
1,420,5,8.42,-0.85,1000.73,27.47,-15.87,20.14,106.02,63.67,23.13,-0.45,0.27,0.73,1.05
2,437,6,-15.87,-15.14,985.47,12.21,84.23,28.69,-14.45,51.17,-95.04,-0.46,0.28,0.88,1.19
0,450,6,-6.35,-28.32,975.83,1.22,9.16,-51.27,-1.10,-251.76,-193.68,-0.54,0.25,0.86,1.19
1,463,7,7.69,-0.37,1001.22,29.30,-14.65,20.14,105.85,63.83,22.84,-0.47,0.28,0.75,1.14
2,477,6,-16.72,-15.38,985.60,13.43,59.20,28.08,-14.21,51.10,-95.34,-0.48,0.28,0.84,1.22
0,491,6,-6.47,-28.69,977.66,0.61,10.99,-51.88,-1.12,-251.72,-194.09,-0.57,0.25,0.82,1.22
1,504,6,6.96,-0.61,1000.73,26.25,-10.38,20.75,106.02,63.92,23.36,-0.50,0.28,0.72,1.17
2,522,6,-16.36,-15.14,984.13,13.43,42.72,29.91,-14.42,50.90,-94.98,-0.50,0.28,0.81,1.24
0,549,9,-5.98,-27.83,976.93,-1.83,11.60,-52.49,-0.15,-252.03,-193.99,-0.58,0.23,0.80,1.25
1,566,6,6.96,-0.61,1000.61,28.69,2.44,15.26,105.73,63.26,22.49,-0.50,0.27,0.72,1.23
2,579,6,-16.11,-15.26,984.13,12.21,50.66,29.30,-14.92,51.46,-96.42,-0.52,0.26,0.80,1.28
0,592,7,-5.98,-27.59,976.68,0.00,11.60,-51.27,-0.78,-252.21,-193.97,-0.59,0.22,0.78,1.28
1,607,6,7.81,-0.37,1000.37,27.47,1.22,14.65,106.15,63.22,24.34,-0.52,0.25,0.70,1.24
2,623,6,-16.36,-15.14,985.23,12.21,50.66,30.52,-14.69,51.04,-95.53,-0.53,0.24,0.79,1.32
0,636,6,-5.62,-27.95,976.68,0.00,11.60,-50.66,-0.78,-252.21,-193.97,-0.60,0.20,0.78,1.31
1,649,6,7.32,-0.49,1000.61,27.47,1.83,15.26,106.31,63.66,23.52,-0.53,0.23,0.69,1.27
2,662,6,-16.60,-15.14,983.40,14.04,48.83,28.69,-15.08,51.62,-95.00,-0.54,0.22,0.77,1.32
0,676,7,-5.74,-27.59,975.95,1.83,12.21,-51.27,-0.78,-252.05,-195.54,-0.61,0.17,0.76,1.31
1,690,6,7.69,0.12,1000.61,28.69,2.44,15.26,106.05,63.90,23.23,-0.53,0.20,0.68,1.27
2,707,5,-16.72,-16.11,983.76,14.04,51.88,29.91,-15.08,51.62,-95.00,-0.54,0.19,0.78,1.35
0,719,7,-5.13,-27.71,975.95,1.22,11.60,-50.05,-1.03,-252.04,-195.06,-0.61,0.15,0.76,1.33
1,734,5,6.35,-0.98,1000.61,27.47,1.83,14.65,106.05,63.90,23.23,-0.54,0.17,0.68,1.29
2,746,6,-16.36,-15.38,984.50,14.04,53.10,30.52,-14.65,50.96,-94.85,-0.55,0.16,0.77,1.35
0,759,6,-6.71,-27.71,976.07,1.22,9.77,-51.27,-1.05,-251.39,-193.99,-0.62,0.11,0.75,1.33
1,777,6,6.59,0.12,1000.61,29.30,1.83,14.04,106.19,63.84,23.27,-0.53,0.15,0.68,1.29
2,790,6,-16.72,-15.50,984.86,10.99,51.27,29.91,-15.10,51.25,-95.98,-0.54,0.13,0.76,1.34
0,804,7,-6.47,-28.08,977.17,1.22,11.60,-50.66,-0.90,-251.84,-194.84,-0.62,0.08,0.75,1.32
1,818,6,7.08,-0.61,1000.98,26.86,1.83,14.04,106.12,63.21,23.88,-0.54,0.11,0.67,1.27
2,831,6,-16.48,-15.99,984.25,13.43,54.32,29.91,-14.78,51.39,-96.09,-0.55,0.09,0.76,1.33
0,845,6,-4.64,-27.71,977.17,1.83,10.38,-49.44,-0.84,-252.22,-193.77,-0.63,0.04,0.74,1.31
1,863,6,6.96,-0.24,1000.73,26.86,1.83,15.26,106.07,63.31,23.80,-0.54,0.07,0.66,1.26
2,876,6,-17.21,-15.50,983.64,13.43,53.71,29.30,-15.16,51.66,-95.46,-0.55,0.06,0.75,1.31
0,889,5,-6.35,-28.20,976.68,1.83,10.38,-51.27,-0.84,-252.22,-193.77,-0.62,0.00,0.74,1.29
1,903,6,6.96,-0.49,1000.49,26.86,3.05,13.43,105.66,63.73,23.08,-0.55,0.03,0.66,1.24
2,916,5,-16.48,-14.65,983.52,12.82,52.49,29.91,-15.16,51.66,-95.46,-0.55,0.01,0.74,1.29
0,928,6,-6.10,-27.59,976.56,0.61,11.60,-50.66,-0.32,-251.55,-194.45,-0.63,-0.04,0.73,1.27
1,946,6,7.20,-0.12,1000.61,27.47,1.22,15.26,105.74,63.49,22.96,-0.54,-0.01,0.65,1.21
2,959,6,-15.75,-15.50,986.08,14.04,54.32,28.69,-14.47,51.40,-95.20,-0.55,-0.03,0.74,1.26
0,988,8,-6.10,-28.56,976.32,2.44,11.60,-51.27,-0.54,-252.12,-194.21,-0.62,-0.09,0.74,1.25
1,1003,6,7.32,0.00,1000.61,26.86,1.83,15.26,105.88,63.38,23.03,-0.54,-0.06,0.66,1.19
2,1016,6,-16.11,-15.38,985.11,13.43,48.83,31.13,-14.71,51.11,-94.63,-0.55,-0.08,0.74,1.23
0,1031,6,-6.23,-27.71,976.32,1.22,10.99,-50.05,-0.44,-251.26,-194.62,-0.62,-0.14,0.73,1.21
1,1047,6,7.08,0.12,1000.61,28.08,2.44,13.43,105.71,63.48,23.05,-0.53,-0.10,0.65,1.15
2,1060,7,-16.72,-15.14,983.64,12.21,54.32,30.52,-14.60,51.49,-94.74,-0.54,-0.12,0.74,1.20
0,1074,7,-5.98,-28.20,976.32,0.61,11.60,-50.05,-0.59,-251.97,-194.14,-0.62,-0.18,0.73,1.18
1,1088,5,6.96,-0.12,1000.61,27.47,1.83,14.04,105.71,63.48,23.05,-0.54,-0.15,0.66,1.12
2,1100,6,-15.87,-15.26,984.50,12.21,50.05,29.30,-14.61,51.10,-95.29,-0.55,-0.17,0.74,1.17
0,1115,9,-6.47,-26.86,975.46,0.00,10.99,-51.27,-0.67,-251.65,-194.49,-0.62,-0.23,0.73,1.14
1,1132,6,7.45,-0.37,1000.61,26.86,0.61,14.04,106.03,63.89,23.50,-0.54,-0.19,0.65,1.07
2,1145,7,-15.99,-15.26,984.13,14.04,49.44,31.13,-14.53,51.38,-95.43,-0.54,-0.21,0.73,1.12
0,1160,6,-6.96,-27.71,976.07,0.61,10.38,-50.05,-0.87,-251.88,-193.96,-0.62,-0.27,0.72,1.10
1,1173,6,6.96,-0.49,1000.61,28.08,2.44,15.26,105.85,64.09,22.92,-0.54,-0.24,0.64,1.04
2,1186,6,-16.48,-16.48,984.50,14.04,50.05,29.91,-14.62,51.26,-95.50,-0.55,-0.26,0.73,1.08
0,1204,7,-5.25,-28.08,975.71,0.61,10.99,-52.49,-0.89,-251.57,-194.56,-0.63,-0.32,0.72,1.06
1,1218,6,6.96,-0.24,1000.61,28.08,0.00,14.65,106.12,63.68,23.25,-0.55,-0.29,0.64,0.99
2,1231,7,-15.87,-15.87,984.62,13.43,50.66,30.52,-15.08,51.45,-94.76,-0.56,-0.31,0.72,1.04
0,1246,5,-5.49,-27.34,976.32,1.22,12.21,-50.66,-0.89,-251.57,-194.56,-0.63,-0.37,0.71,1.02
1,1258,6,7.45,-0.24,1000.61,28.69,1.22,15.26,106.12,63.57,22.35,-0.55,-0.33,0.63,0.95
2,1271,5,-16.48,-15.38,984.86,13.43,51.88,29.91,-15.08,51.45,-94.76,-0.56,-0.35,0.71,1.00
0,1289,6,-5.62,-27.71,975.10,1.83,10.38,-50.05,-0.63,-251.75,-195.13,-0.63,-0.41,0.70,0.97
1,1302,6,7.93,-0.49,1000.61,28.08,1.83,14.65,106.04,63.83,21.72,-0.55,-0.37,0.63,0.91
2,1315,6,-15.63,-16.11,984.62,12.21,54.32,28.69,-14.78,51.23,-95.90,-0.57,-0.39,0.71,0.96
0,1330,6,-6.10,-28.20,975.46,0.61,10.99,-48.83,-0.38,-251.92,-194.49,-0.64,-0.45,0.70,0.94
1,1343,5,7.93,-0.73,1000.49,28.08,-0.61,15.26,106.04,63.83,21.72,-0.57,-0.42,0.62,0.87
2,1355,6,-16.48,-15.75,984.99,14.04,50.05,29.91,-15.11,51.00,-95.47,-0.57,-0.43,0.71,0.92
0,1374,6,-5.62,-27.71,977.29,-1.22,11.60,-51.27,-0.29,-251.92,-194.31,-0.65,-0.50,0.70,0.90
1,1387,6,7.20,-0.85,1000.73,28.08,0.61,13.43,105.59,63.77,22.56,-0.57,-0.46,0.62,0.83
2,1400,6,-16.60,-15.63,984.62,13.43,51.88,30.52,-14.62,51.35,-95.97,-0.58,-0.48,0.71,0.89
0,1428,8,-6.10,-27.95,975.22,2.44,9.16,-50.05,-1.00,-251.76,-194.67,-0.65,-0.55,0.71,0.86
1,1444,7,6.96,-30.15,1000.61,26.86,0.61,13.43,105.87,63.12,22.73,-0.68,-0.57,0.63,0.79
2,1462,6,-16.48,-15.50,985.47,13.43,52.49,28.08,-15.08,51.28,-95.14,-0.68,-0.59,0.74,0.86
0,1476,6,-6.10,-27.95,976.81,2.44,10.38,-51.27,-0.56,-252.04,-193.90,-0.74,-0.64,0.73,0.83
1,1489,7,7.93,-0.37,1000.49,26.86,1.22,13.43,106.05,63.13,22.01,-0.65,-0.60,0.65,0.77
2,1503,6,-15.87,-15.75,984.38,12.82,50.66,29.91,-14.53,51.07,-95.25,-0.66,-0.61,0.73,0.82
0,1517,6,-5.86,-28.20,975.83,2.44,10.38,-50.66,-0.59,-251.18,-194.12,-0.72,-0.67,0.72,0.79
1,1530,7,7.57,-0.12,1000.61,26.25,-0.61,15.26,105.59,63.35,23.11,-0.64,-0.63,0.64,0.73
2,1548,6,-16.36,-15.50,983.03,13.43,48.22,29.91,-14.92,51.26,-95.42,-0.64,-0.64,0.74,0.79
0,1562,6,-5.00,-27.83,975.83,0.61,11.60,-51.27,-0.98,-251.10,-192.65,-0.71,-0.70,0.72,0.76
1,1575,7,7.45,-0.73,1000.61,26.25,0.61,13.43,106.25,63.66,22.53,-0.63,-0.65,0.64,0.70
2,1589,6,-15.50,-14.77,984.99,14.04,50.05,28.08,-15.38,51.26,-95.73,-0.62,-0.66,0.72,0.75
0,1603,5,-6.10,-27.83,976.93,1.22,12.21,-51.88,-0.98,-251.10,-192.65,-0.69,-0.72,0.71,0.73
1,1615,7,7.20,-0.37,1000.61,28.08,1.22,15.87,106.21,63.89,22.27,-0.61,-0.67,0.63,0.67
2,1633,5,-16.36,-15.87,984.50,12.21,50.66,28.69,-15.38,51.26,-95.73,-0.61,-0.69,0.73,0.73
0,1646,6,-5.98,-27.95,975.34,1.22,10.99,-48.83,-0.52,-251.67,-194.57,-0.68,-0.74,0.72,0.71
1,1659,7,7.69,-0.49,1000.61,28.69,0.00,14.04,105.71,63.82,22.18,-0.60,-0.69,0.64,0.64
